Layer Idx,Layer Name,Layer Type,Pass,Layer Class,Input Tensor dims,Input Tensor Size (Ki),Input Tensor Compression,Filter Size,Stride Size,Pad Size,Dilation Size,Group Size,Output Tensor Dims,Output Tensor Size (Ki),Output Tensor Compression,Weight Dims,Weight Tensor Compression,Weight Size (Ki),Layer MACs (M),Layer Compute OPS (M),Total Size (Ki),Input Sparsity,Output Sparsity,Parameter Sparsity,Compute Sparsity,Precision,TilingInfo
986,bwd_w_00360_encoder_k_proj14,GradientDense,bwd-w,ConvOther,"encoder_ffn2_layernorm13(16;512;1024;1.0),encoder_k_proj14_grad(16;512;1024.0;1.0)",32768.00,"[1.0, 1.0]",1,1,0,1,1,encoder_k_proj14_params_wtgrad(1;1;1024;1024.0),2048.00,[1.0],,[],0.00,8589.93,17179.87,34816.00,"[1, 1]",[1],[],1,2,"{'output_m': 1024, 'output_n': 1024.0, 'output_z': 1, 'max_k_slicing_combined': 8192, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 256.0, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 4, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.0, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 4, 'compute_waves': 1, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
987,bwd_d_00359_encoder_q_trans14,Transpose,bwd-d,TensorLayout,encoder_q_trans14_grad(16;16;512;64.0),16384.00,[1.0],1,1,0,1,1,encoder_q_reshape14_grad(16;512;16;64.0),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
988,bwd_d_00358_encoder_q_reshape14,Reshape,bwd-d,TensorLayout,encoder_q_reshape14_grad(16;512;16;64.0),16384.00,[1.0],1,1,0,1,1,encoder_q_proj14_grad(16;512;1024.0;1.0),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
989,bwd_d_00357_encoder_q_proj14,Dense,bwd-d,ConvOther,encoder_q_proj14_grad(16;512;1024.0;1.0),16384.00,[1.0],1,1,0,1,1,grad-join-in-encoder_ffn2_layernorm13-encoder_q_proj14(16;512;1024;1.0),16384.00,[1.0],encoder_q_proj14_params(1048576.0),[1.0],2048.00,8589.93,17179.87,34816.00,[1],[1],[1],1,2,"{'output_m': 8192, 'output_n': 1024, 'output_z': 1, 'max_k_slicing_combined': 1024.0, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 409.6, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 20, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.6, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 1.6, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
990,bwd_w_00357_encoder_q_proj14,GradientDense,bwd-w,ConvOther,"encoder_ffn2_layernorm13(16;512;1024;1.0),encoder_q_proj14_grad(16;512;1024.0;1.0)",32768.00,"[1.0, 1.0]",1,1,0,1,1,encoder_q_proj14_params_wtgrad(1;1;1024;1024.0),2048.00,[1.0],,[],0.00,8589.93,17179.87,34816.00,"[1, 1]",[1],[],1,2,"{'output_m': 1024, 'output_n': 1024.0, 'output_z': 1, 'max_k_slicing_combined': 8192, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 256.0, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 4, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.0, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 4, 'compute_waves': 1, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
991,@addjoin_bwd_d_00356_encoder_ffn2_layernorm13-encoder_ffn2_layernorm13_grad,Add,bwd-d,Pointwise,"grad-join-in-encoder_ffn2_layernorm13-encoder_q_proj14(16;512;1024;1.0),grad-join-in-encoder_ffn2_layernorm13-encoder_k_proj14(16;512;1024;1.0),grad-join-in-encoder_ffn2_layernorm13-encoder_v_proj14(16;512;1024;1.0),grad-join-in-encoder_ffn2_layernorm13-encoder_att_out_res14(16;512;1024;1.0)",65536.00,"[1.0, 1.0, 1.0, 1.0]",1,1,0,1,1,@addjoin_bwd_d_00356_encoder_ffn2_layernorm13-encoder_ffn2_layernorm13_grad(16;512;1024;1.0),16384.00,[1.0],,[],0.00,0.00,25.17,81920.00,"[1, 1, 1, 1]",[1],[],1,2,{}
992,bwd_d_00356_encoder_ffn2_layernorm13,LayerNorm,bwd-d,ConvOther,"@addjoin_bwd_d_00356_encoder_ffn2_layernorm13-encoder_ffn2_layernorm13_grad(16;512;1024;1.0),encoder_ffn2_res13(16;512;1024;1.0)",32768.00,"[1.0, 1.0]",1,1,0,1,1,encoder_ffn2_res13_grad(16;512;1024;1.0),16384.00,[1.0],,[],0.00,16.78,134.23,49152.00,"[1, 1]",[1],[],1,2,{}
993,bwd_d_00355_encoder_ffn2_res13,Add,bwd-d,Pointwise,encoder_ffn2_res13_grad(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,"encoder_ffn2_13_grad(16;512;1024;1.0),grad-join-in-encoder_att_out_layernorm13-encoder_ffn2_res13(16;512;1024;1.0)",32768.00,"[1.0, 1.0]",,[],0.00,0.00,0.00,49152.00,[1],"[1, 1]",[],1,2,{}
994,bwd_d_00354_encoder_ffn2_dropout13,Dropout,bwd-d,Other,encoder_ffn2_13_grad(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,encoder_ffn2_13_grad(16;512;1024;1.0),16384.00,[1.0],,[],0.00,0.00,0.00,32768.00,[1],[1],[],1,2,{}
995,bwd_d_00353_encoder_ffn2_13,Dense,bwd-d,ConvOther,encoder_ffn2_13_grad(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,encoder_gelu_13_grad(16;512;4096;1.0),65536.00,[1.0],encoder_ffn2_13_params(4194304),[1.0],8192.00,34359.74,68719.48,90112.00,[1],[1],[1],1,2,"{'output_m': 8192, 'output_n': 4096, 'output_z': 1, 'max_k_slicing_combined': 1024, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 819.2, 'unit_tile_size_n': 512.0, 'unit_tile_size_z': 1, 'unit_grid_m': 10, 'unit_grid_n': 8, 'unit_grid_z': 1, 'unit_tg_grid_m': 3.2, 'unit_tg_grid_n': 2.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 6.4, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
996,bwd_w_00353_encoder_ffn2_13,GradientDense,bwd-w,ConvOther,"encoder_gelu_13(16;512;4096;1.0),encoder_ffn2_13_grad(16;512;1024;1.0)",81920.00,"[1.0, 1.0]",1,1,0,1,1,encoder_ffn2_13_params_wtgrad(1;1;4096;1024),8192.00,[1.0],,[],0.00,34359.74,68719.48,90112.00,"[1, 1]",[1],[],1,2,"{'output_m': 4096, 'output_n': 1024, 'output_z': 1, 'max_k_slicing_combined': 8192, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 256.0, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 16, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.0, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 1, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
997,bwd_d_00352_encoder_gelu_13,Gelu,bwd-d,Activation,"encoder_gelu_13_grad(16;512;4096;1.0),encoder_ffn1_13(16;512;4096;1.0)",131072.00,"[1.0, 1.0]",1,1,0,1,1,encoder_ffn1_13_grad(16;512;4096;1.0),65536.00,[1.0],,[],0.00,0.00,1476.40,196608.00,"[1, 1]",[1],[],1,2,{}
998,bwd_d_00351_encoder_ffn1_13,Dense,bwd-d,ConvOther,encoder_ffn1_13_grad(16;512;4096;1.0),65536.00,[1.0],1,1,0,1,1,grad-join-in-encoder_att_out_layernorm13-encoder_ffn1_13(16;512;1024;1.0),16384.00,[1.0],encoder_ffn1_13_params(4194304),[1.0],8192.00,34359.74,68719.48,90112.00,[1],[1],[1],1,2,"{'output_m': 8192, 'output_n': 1024, 'output_z': 1, 'max_k_slicing_combined': 4096, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 409.6, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 20, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.6, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 1.6, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
999,bwd_w_00351_encoder_ffn1_13,GradientDense,bwd-w,ConvOther,"encoder_att_out_layernorm13(16;512;1024;1.0),encoder_ffn1_13_grad(16;512;4096;1.0)",81920.00,"[1.0, 1.0]",1,1,0,1,1,encoder_ffn1_13_params_wtgrad(1;1;1024;4096),8192.00,[1.0],,[],0.00,34359.74,68719.48,90112.00,"[1, 1]",[1],[],1,2,"{'output_m': 1024, 'output_n': 4096, 'output_z': 1, 'max_k_slicing_combined': 8192, 'thread_tile_size_m': 32, 'thread_tile_size_n': 64.0, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256, 'tg_tile_size_n': 256.0, 'tg_tile_size_z': 1, 'unit_tile_size_m': 256, 'unit_tile_size_n': 256.0, 'unit_tile_size_z': 1, 'unit_grid_m': 4, 'unit_grid_n': 16, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.0, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 1, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
1000,@addjoin_bwd_d_00350_encoder_att_out_layernorm13-encoder_att_out_layernorm13_grad,Add,bwd-d,Pointwise,"grad-join-in-encoder_att_out_layernorm13-encoder_ffn1_13(16;512;1024;1.0),grad-join-in-encoder_att_out_layernorm13-encoder_ffn2_res13(16;512;1024;1.0)",32768.00,"[1.0, 1.0]",1,1,0,1,1,@addjoin_bwd_d_00350_encoder_att_out_layernorm13-encoder_att_out_layernorm13_grad(16;512;1024;1.0),16384.00,[1.0],,[],0.00,0.00,8.39,49152.00,"[1, 1]",[1],[],1,2,{}
1001,bwd_d_00350_encoder_att_out_layernorm13,LayerNorm,bwd-d,ConvOther,"@addjoin_bwd_d_00350_encoder_att_out_layernorm13-encoder_att_out_layernorm13_grad(16;512;1024;1.0),encoder_att_out_res13(16;512;1024;1.0)",32768.00,"[1.0, 1.0]",1,1,0,1,1,encoder_att_out_res13_grad(16;512;1024;1.0),16384.00,[1.0],,[],0.00,16.78,134.23,49152.00,"[1, 1]",[1],[],1,2,{}
1002,bwd_d_00349_encoder_att_out_res13,Add,bwd-d,Pointwise,encoder_att_out_res13_grad(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,"encoder_att_out_project13_grad(16;512;1024;1.0),grad-join-in-encoder_ffn2_layernorm12-encoder_att_out_res13(16;512;1024;1.0)",32768.00,"[1.0, 1.0]",,[],0.00,0.00,0.00,49152.00,[1],"[1, 1]",[],1,2,{}
1003,bwd_d_00348_encoder_att_out_dropout13,Dropout,bwd-d,Other,encoder_att_out_project13_grad(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,encoder_att_out_project13_grad(16;512;1024;1.0),16384.00,[1.0],,[],0.00,0.00,0.00,32768.00,[1],[1],[],1,2,{}
1004,bwd_d_00347_encoder_att_out_project13,Dense,bwd-d,ConvOther,encoder_att_out_project13_grad(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,encoder_qkv_mul_reshape13_grad(16;512;1024;1.0),16384.00,[1.0],encoder_att_out_project13_params(1048576),[1.0],2048.00,8589.93,17179.87,34816.00,[1],[1],[1],1,2,"{'output_m': 8192, 'output_n': 1024, 'output_z': 1, 'max_k_slicing_combined': 1024, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 409.6, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 20, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.6, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 1.6, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
1005,bwd_w_00347_encoder_att_out_project13,GradientDense,bwd-w,ConvOther,"encoder_qkv_mul_reshape13(16;512;1024;1.0),encoder_att_out_project13_grad(16;512;1024;1.0)",32768.00,"[1.0, 1.0]",1,1,0,1,1,encoder_att_out_project13_params_wtgrad(1;1;1024;1024),2048.00,[1.0],,[],0.00,8589.93,17179.87,34816.00,"[1, 1]",[1],[],1,2,"{'output_m': 1024, 'output_n': 1024, 'output_z': 1, 'max_k_slicing_combined': 8192, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 256.0, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 4, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.0, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 4, 'compute_waves': 1, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
1006,bwd_d_00346_encoder_qkv_mul_reshape13,Reshape,bwd-d,TensorLayout,encoder_qkv_mul_reshape13_grad(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,encoder_qkv_mul_trans13_grad(16;512;16;64.0),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
1007,bwd_d_00345_encoder_qkv_mul_trans13,Transpose,bwd-d,TensorLayout,encoder_qkv_mul_trans13_grad(16;512;16;64.0),16384.00,[1.0],1,1,0,1,1,encoder_qkv_mul13_grad(16;16;512;64.0),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
1008,bwd_d_00344_encoder_qkv_mul13-1,MatMul,bwd-d,ConvOther,"encoder_qk_smax13(16;16;512;512),encoder_qkv_mul13_grad(16;16;512;64.0)",147456.00,"[1.0, 1.0]",1,1,0,1,1,encoder_v_trans13_grad(16;16;512;64.0),16384.00,[1.0],,[],0.00,4294.97,8589.93,163840.00,"[1, 1]",[1],[],1,2,"{'output_m': 512, 'output_n': 64.0, 'output_z': 1, 'max_k_slicing_combined': 512, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 512.0, 'tg_tile_size_n': 64, 'tg_tile_size_z': 1, 'unit_tile_size_m': 512.0, 'unit_tile_size_n': 64, 'unit_tile_size_z': 1, 'unit_grid_m': 1, 'unit_grid_n': 1, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.0, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 2.0, 'batch_scaling_factor': 256, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
1009,bwd_d_00344_encoder_qkv_mul13-0,MatMul,bwd-d,ConvOther,"encoder_qkv_mul13_grad(16;16;512;64.0),encoder_v_trans13(16;16;512;64.0)",32768.00,"[1.0, 1.0]",1,1,0,1,1,encoder_qk_smax13_grad(16;16;512;512),131072.00,[1.0],,[],0.00,4294.97,8589.93,163840.00,"[1, 1]",[1],[],1,2,"{'output_m': 512, 'output_n': 512, 'output_z': 1, 'max_k_slicing_combined': 64.0, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 256.0, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 2, 'unit_grid_n': 2, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.0, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 13.0, 'batch_scaling_factor': 256, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
1010,bwd_d_00343_encoder_qk_dropout13,Dropout,bwd-d,Other,encoder_qk_smax13_grad(16;16;512;512),131072.00,[1.0],1,1,0,1,1,encoder_qk_smax13_grad(16;16;512;512),131072.00,[1.0],,[],0.00,0.00,0.00,262144.00,[1],[1],[],1,2,{}
1011,bwd_d_00342_encoder_qk_smax13,SoftMax,bwd-d,Activation,encoder_qk_smax13_grad(16;16;512;512),131072.00,[1.0],1,1,0,1,1,encoder_qk_mul13_grad(16;16;512;512),131072.00,[1.0],,[],0.00,0.00,2415.92,262144.00,[1],[1],[],1,2,{}
1012,bwd_d_00341_encoder_qk_mul13-1,MatMul,bwd-d,ConvOther,"encoder_q_trans13(16;16;512;64.0),encoder_qk_mul13_grad(16;16;512;512)",147456.00,"[1.0, 1.0]",1,1,0,1,1,encoder_k_trans13_grad(16;16;64.0;512),16384.00,[1.0],,[],0.00,4294.97,8589.93,163840.00,"[1, 1]",[1],[],1,2,"{'output_m': 64.0, 'output_n': 512, 'output_z': 1, 'max_k_slicing_combined': 64.0, 'thread_tile_size_m': 32, 'thread_tile_size_n': 64.0, 'thread_tile_size_z': 1, 'tg_tile_size_m': 64, 'tg_tile_size_n': 512.0, 'tg_tile_size_z': 1, 'unit_tile_size_m': 64, 'unit_tile_size_n': 512.0, 'unit_tile_size_z': 1, 'unit_grid_m': 1, 'unit_grid_n': 1, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.0, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 2.0, 'batch_scaling_factor': 256, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
1013,bwd_d_00341_encoder_qk_mul13-0,MatMul,bwd-d,ConvOther,"encoder_qk_mul13_grad(16;16;512;512),encoder_k_trans13(16;16;64.0;512)",147456.00,"[1.0, 1.0]",1,1,0,1,1,encoder_q_trans13_grad(16;16;512;64.0),16384.00,[1.0],,[],0.00,4294.97,8589.93,163840.00,"[1, 1]",[1],[],1,2,"{'output_m': 512, 'output_n': 64.0, 'output_z': 1, 'max_k_slicing_combined': 512, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 512.0, 'tg_tile_size_n': 64, 'tg_tile_size_z': 1, 'unit_tile_size_m': 512.0, 'unit_tile_size_n': 64, 'unit_tile_size_z': 1, 'unit_grid_m': 1, 'unit_grid_n': 1, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.0, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 2.0, 'batch_scaling_factor': 256, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
1014,bwd_d_00340_encoder_v_trans13,Transpose,bwd-d,TensorLayout,encoder_v_trans13_grad(16;16;512;64.0),16384.00,[1.0],1,1,0,1,1,encoder_v_reshape13_grad(16;512;16;64.0),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
1015,bwd_d_00339_encoder_v_reshape13,Reshape,bwd-d,TensorLayout,encoder_v_reshape13_grad(16;512;16;64.0),16384.00,[1.0],1,1,0,1,1,encoder_v_proj13_grad(16;512;1024.0;1.0),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
1016,bwd_d_00338_encoder_v_proj13,Dense,bwd-d,ConvOther,encoder_v_proj13_grad(16;512;1024.0;1.0),16384.00,[1.0],1,1,0,1,1,grad-join-in-encoder_ffn2_layernorm12-encoder_v_proj13(16;512;1024;1.0),16384.00,[1.0],encoder_v_proj13_params(1048576.0),[1.0],2048.00,8589.93,17179.87,34816.00,[1],[1],[1],1,2,"{'output_m': 8192, 'output_n': 1024, 'output_z': 1, 'max_k_slicing_combined': 1024.0, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 409.6, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 20, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.6, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 1.6, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
1017,bwd_w_00338_encoder_v_proj13,GradientDense,bwd-w,ConvOther,"encoder_ffn2_layernorm12(16;512;1024;1.0),encoder_v_proj13_grad(16;512;1024.0;1.0)",32768.00,"[1.0, 1.0]",1,1,0,1,1,encoder_v_proj13_params_wtgrad(1;1;1024;1024.0),2048.00,[1.0],,[],0.00,8589.93,17179.87,34816.00,"[1, 1]",[1],[],1,2,"{'output_m': 1024, 'output_n': 1024.0, 'output_z': 1, 'max_k_slicing_combined': 8192, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 256.0, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 4, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.0, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 4, 'compute_waves': 1, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
1018,bwd_d_00337_encoder_k_trans13,Transpose,bwd-d,TensorLayout,encoder_k_trans13_grad(16;16;64.0;512),16384.00,[1.0],1,1,0,1,1,encoder_k_reshape13_grad(16;512;16;64.0),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
1019,bwd_d_00336_encoder_k_reshape13,Reshape,bwd-d,TensorLayout,encoder_k_reshape13_grad(16;512;16;64.0),16384.00,[1.0],1,1,0,1,1,encoder_k_proj13_grad(16;512;1024.0;1.0),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
1020,bwd_d_00335_encoder_k_proj13,Dense,bwd-d,ConvOther,encoder_k_proj13_grad(16;512;1024.0;1.0),16384.00,[1.0],1,1,0,1,1,grad-join-in-encoder_ffn2_layernorm12-encoder_k_proj13(16;512;1024;1.0),16384.00,[1.0],encoder_k_proj13_params(1048576.0),[1.0],2048.00,8589.93,17179.87,34816.00,[1],[1],[1],1,2,"{'output_m': 8192, 'output_n': 1024, 'output_z': 1, 'max_k_slicing_combined': 1024.0, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 409.6, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 20, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.6, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 1.6, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
1021,bwd_w_00335_encoder_k_proj13,GradientDense,bwd-w,ConvOther,"encoder_ffn2_layernorm12(16;512;1024;1.0),encoder_k_proj13_grad(16;512;1024.0;1.0)",32768.00,"[1.0, 1.0]",1,1,0,1,1,encoder_k_proj13_params_wtgrad(1;1;1024;1024.0),2048.00,[1.0],,[],0.00,8589.93,17179.87,34816.00,"[1, 1]",[1],[],1,2,"{'output_m': 1024, 'output_n': 1024.0, 'output_z': 1, 'max_k_slicing_combined': 8192, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 256.0, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 4, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.0, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 4, 'compute_waves': 1, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
1022,bwd_d_00334_encoder_q_trans13,Transpose,bwd-d,TensorLayout,encoder_q_trans13_grad(16;16;512;64.0),16384.00,[1.0],1,1,0,1,1,encoder_q_reshape13_grad(16;512;16;64.0),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
1023,bwd_d_00333_encoder_q_reshape13,Reshape,bwd-d,TensorLayout,encoder_q_reshape13_grad(16;512;16;64.0),16384.00,[1.0],1,1,0,1,1,encoder_q_proj13_grad(16;512;1024.0;1.0),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
